,phase,request,target,targetWord,eventType,instrument,starttime,timestamp,duration,PID,condition,KL,grab,onebyone,count,group1,group2,group3,more,response,spontaneousCounting,right,logic,words,comments,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,nonnumber,kidaction,actor,flag,flagged,date,kl,trial_ind,distracted,question,parent,prompt,other,eyes,,correct,ID,cond,age,expr,action_sequence,ngroups,strat_sequence,comments_list,kid_words,temporal_groups,incomplete,unconditioned,mk_acc,g5_acc,gf_acc,gz_acc,training_acc,giraffe_nums
10112,Main,zogi2,4,zogi,trial,trialsubmit,1723576049195,1723576061674,12479,FL1,-,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,14,False,False,False,False,False,,,False,20240813_FL1,CAT,53.3,RA, b γ,1,B.,,,1,False,False,0.16666666666666666,0.0,0.5,0.0,1.0,False
10127,Main,zozo2,6,zozo,trial,trialsubmit,1723576061676,1723576079699,18023,FL1,-,,0,7,0,7,0,0,0,7,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,15,False,False,False,False,False,,,False,20240813_FL1,CAT,53.3,RA, b γ,1,B.,,,1,False,False,0.16666666666666666,0.0,0.5,0.0,1.0,False
10146,Main,zogi3,4,zogi,trial,trialsubmit,1723576110169,1723576126869,16700,FL1,-,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,18,False,False,False,False,False,,,True,20240813_FL1,CAT,53.3,RA, b γ,1,B.,,,1,False,False,0.16666666666666666,0.0,0.5,0.0,1.0,False
10155,Main,zozo3,6,zozo,trial,trialsubmit,1723576126871,1723576137528,10657,FL1,-,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,19,False,False,False,False,False,,,False,20240813_FL1,CAT,53.3,RA, b γ,1,B.,,,1,False,False,0.16666666666666666,0.0,0.5,0.0,1.0,False
10303,Main,zozo1,6,zozo,trial,trialsubmit,1723576500582,1723576532992,32410,FL2,&,,0,5,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,8,False,False,False,False,False,,,False,20240813_FL2,CAT,45.43333333,RA, b γ,1,B.,,,1,False,False,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,False
10323,Main,zogi1,4,zogi,trial,trialsubmit,1723576552060,1723576574158,22098,FL2,&,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,11,False,False,False,False,False,,,True,20240813_FL2,CAT,45.43333333,RA, b γ,1,B.,,,1,False,False,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,False
10342,Main,zogi2,4,zogi,trial,trialsubmit,1723576603515,1723576614299,10784,FL2,&,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,14,False,False,False,False,False,,,True,20240813_FL2,CAT,45.43333333,RA, b γ,1,B.,,,1,False,False,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,False
10357,Main,zozo2,6,zozo,trial,trialsubmit,1723576614300,1723576628203,13903,FL2,&,,0,7,0,7,0,0,0,7,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,15,False,False,False,False,False,,,False,20240813_FL2,CAT,45.43333333,RA, b γ,1,B.,,,1,False,False,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,False
10380,Main,zogi3,4,zogi,trial,trialsubmit,1723576669954,1723576682344,12390,FL2,&,,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,18,False,False,False,False,False,,,False,20240813_FL2,CAT,45.43333333,RA,,0,,,,0,False,False,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,False
10384,Main,zozo3,6,zozo,trial,trialsubmit,1723576682345,1723576701287,18942,FL2,&,,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240813,,19,False,False,False,False,False,,,False,20240813_FL2,CAT,45.43333333,RA,,0,,,,0,False,False,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,False
10520,Main,zozo1,6,zozo,trial,trialsubmit,1723671893619,1723671919228,25609,FL1,&,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,8,False,False,False,False,False,,,False,20240814_FL1,AND,57.46666667,VT, g γ,1,G.,,,1,False,False,0.0,1.0,0.5,1.0,0.875,True
10538,Main,zogi1,4,zogi,trial,trialsubmit,1723671949560,1723671970286,20726,FL1,&,,3,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,11,False,False,False,False,False,,,False,20240814_FL1,AND,57.46666667,VT, g γ,1,G.,,,1,False,False,0.0,1.0,0.5,1.0,0.875,True
10552,Main,zogi2,4,zogi,trial,trialsubmit,1723671985742,1723671994917,9175,FL1,&,,0,1,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,14,False,False,False,False,False,true,,False,20240814_FL1,AND,57.46666667,VT, b γ,1,B.,,,1,False,False,0.0,1.0,0.5,1.0,0.875,True
10559,Main,zozo2,6,zozo,trial,trialsubmit,1723671994919,1723672004478,9559,FL1,&,,3,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,15,False,False,False,False,False,,,False,20240814_FL1,AND,57.46666667,VT, g γ,1,G.,,,1,False,False,0.0,1.0,0.5,1.0,0.875,True
10576,Main,zogi3,4,zogi,trial,trialsubmit,1723672030185,1723672040111,9926,FL1,&,,3,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,18,False,False,False,False,False,,,False,20240814_FL1,AND,57.46666667,VT, g γ,1,G.,,,1,False,False,0.0,1.0,0.5,1.0,0.875,True
10583,Main,zozo3,6,zozo,trial,trialsubmit,1723672040113,1723672051252,11139,FL1,&,,3,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,19,False,False,False,False,False,,,False,20240814_FL1,AND,57.46666667,VT, g γ,1,G.,,,1,False,False,0.0,1.0,0.5,1.0,0.875,True
10753,Main,zozo1,6,zozo,trial,trialsubmit,1723673622724,1723673658302,35578,FL3,-,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,8,False,False,False,False,False,,,False,20240814_FL3,CAT,66.43333333,RA, g γ,1,G.,,,1,False,False,0.5,1.0,1.0,1.0,1.0,True
10772,Main,zogi1,4,zogi,trial,trialsubmit,1723673672451,1723673691908,19457,FL3,-,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,11,False,False,False,False,False,,,True,20240814_FL3,CAT,66.43333333,RA, g γ,1,G.,,,1,False,False,0.5,1.0,1.0,1.0,1.0,True
10791,Main,zogi2,4,zogi,trial,trialsubmit,1723673717879,1723673721451,3572,FL3,-,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,14,False,False,False,False,False,,,True,20240814_FL3,CAT,66.43333333,RA, g γ,1,G.,,,1,False,False,0.5,1.0,1.0,1.0,1.0,True
10802,Main,zozo2,6,zozo,trial,trialsubmit,1723673721454,1723673734705,13251,FL3,-,,5,0,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,15,False,False,False,False,False,,,False,20240814_FL3,CAT,66.43333333,RA, g γ,1,G.,,,1,False,False,0.5,1.0,1.0,1.0,1.0,True
10821,Main,zogi3,4,zogi,trial,trialsubmit,1723673756025,1723673764188,8163,FL3,-,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,18,False,False,False,False,False,,,True,20240814_FL3,CAT,66.43333333,RA, g γ,1,G.,,,1,False,False,0.5,1.0,1.0,1.0,1.0,True
10832,Main,zozo3,6,zozo,trial,trialsubmit,1723673764190,1723673777739,13549,FL3,-,,5,0,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,19,False,False,False,False,False,,,False,20240814_FL3,CAT,66.43333333,RA, g γ,1,G.,,,1,False,False,0.5,1.0,1.0,1.0,1.0,True
11004,Main,zozo1,6,zozo,trial,trialsubmit,1723674980000,1723675034047,54047,FL4,&,,0,7,0,7,0,0,0,7,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,8,False,False,False,False,False,,,False,20240814_FL4,AND,59.46666667,RA, b γ,1,B.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,0.75,True
11029,Main,zogi1,4,zogi,trial,trialsubmit,1723675061411,1723675102504,41093,FL4,&,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,11,False,False,False,False,False,,,True,20240814_FL4,AND,59.46666667,RA, b γ,1,B.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,0.75,True
11060,Main,zogi2,4,zogi,trial,trialsubmit,1723675107312,1723675130757,23445,FL4,&,,8,0,0,8,0,0,0,8,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,14,False,False,False,False,False,,,False,20240814_FL4,AND,59.46666667,RA, g γ,1,G.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,0.75,True
11071,Main,zozo2,6,zozo,trial,trialsubmit,1723675130759,1723675134631,3872,FL4,&,,5,0,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,15,False,False,False,False,False,,,False,20240814_FL4,AND,59.46666667,RA, g γ,1,G.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,0.75,True
11091,Main,zogi3,4,zogi,trial,trialsubmit,1723675156266,1723675169132,12866,FL4,&,,0,4,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,18,False,False,False,False,False,,,True,20240814_FL4,AND,59.46666667,RA, b γ δ,2,B.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,0.75,True
11102,Main,zozo3,6,zozo,trial,trialsubmit,1723675169134,1723675200129,30995,FL4,&,,0,5,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240814,,19,False,False,False,False,False,,,False,20240814_FL4,AND,59.46666667,RA, b γ,1,B.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,0.75,True
11391,Main,zozo1,6,zozo,trial,trialsubmit,1723920964274,1723920988221,23947,FL3,&,,6,0,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240817,,8,False,False,False,False,False,,,True,20240817_FL3,AND,65.16666667,VT, g γ δ,2,G.,,,1,False,False,1.0,1.0,0.5,0.0,1.0,False
11410,Main,zogi1,4,zogi,trial,trialsubmit,1723921008118,1723921023556,15438,FL3,&,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240817,,11,False,False,False,False,False,,,True,20240817_FL3,AND,65.16666667,VT, g γ,1,G.,,,1,False,False,1.0,1.0,0.5,0.0,1.0,False
11429,Main,zogi2,4,zogi,trial,trialsubmit,1723921040754,1723921049223,8469,FL3,&,,4,0,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240817,,14,False,False,False,False,False,,,True,20240817_FL3,AND,65.16666667,VT, g γ δ,2,G.,,,1,False,False,1.0,1.0,0.5,0.0,1.0,False
11442,Main,zozo2,6,zozo,trial,trialsubmit,1723921049225,1723921063204,13979,FL3,&,,5,1,0,6,0,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240817,,15,False,False,False,False,False,,,True,20240817_FL3,AND,65.16666667,VT, g b γ,1,G.B.,,,2,False,False,1.0,1.0,0.5,0.0,1.0,False
11461,Main,zogi3,4,zogi,trial,trialsubmit,1723921090815,1723921102874,12059,FL3,&,,4,0,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240817,,18,False,False,False,False,False,,,True,20240817_FL3,AND,65.16666667,VT, g γ δ,2,G.,,,1,False,False,1.0,1.0,0.5,0.0,1.0,False
11474,Main,zozo3,6,zozo,trial,trialsubmit,1723921102876,1723921118518,15642,FL3,&,,6,0,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240817,,19,False,False,False,False,False,,,True,20240817_FL3,AND,65.16666667,VT, g γ δ,2,G.,,,1,False,False,1.0,1.0,0.5,0.0,1.0,False
11645,Main,zozo1,6,zozo,trial,trialsubmit,1723922044221,1723922074553,30332,FL4,&,,3,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240817,,8,False,False,False,False,False,,,False,20240817_FL4,AND,60.66666667,LM, g γ,1,G.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,0.875,True
11658,Main,zogi1,4,zogi,trial,trialsubmit,1723922096142,1723922120036,23894,FL4,&,,1,0,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240817,,11,False,False,False,False,False,,,False,20240817_FL4,AND,60.66666667,LM, g γ,1,G.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,0.875,True
11677,Main,zogi2,4,zogi,trial,trialsubmit,1723922136584,1723922144819,8235,FL4,&,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240817,,14,False,False,False,False,False,,,True,20240817_FL4,AND,60.66666667,LM, g γ,1,G.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,0.875,True
11687,Main,zozo2,6,zozo,trial,trialsubmit,1723922144821,1723922159510,14689,FL4,&,,3,1,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240817,,15,False,False,False,False,False,,,False,20240817_FL4,AND,60.66666667,LM, g b γ,1,G.B.,,,2,False,False,0.3333333333333333,1.0,1.0,0.0,0.875,True
11706,Main,zogi3,4,zogi,trial,trialsubmit,1723922196416,1723922204846,8430,FL4,&,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240817,,18,False,False,False,False,False,,,True,20240817_FL4,AND,60.66666667,LM, g γ,1,G.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,0.875,True
11716,Main,zozo3,6,zozo,trial,trialsubmit,1723922204848,1723922223032,18184,FL4,&,,3,1,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240817,,19,False,False,False,False,False,,,False,20240817_FL4,AND,60.66666667,LM, g b γ,1,G.B.,,,2,False,False,0.3333333333333333,1.0,1.0,0.0,0.875,True
11838,Main,zozo1,6,zozo,trial,trialsubmit,1724273516166,1724273545558,29392,FL1,&,,2,0,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,8,False,False,False,False,False,,,False,20240821_FL1,AND,61.0,VT, g γ,1,G.,,,1,False,False,0.5,1.0,1.0,0.0,1.0,True
11857,Main,zogi1,4,zogi,trial,trialsubmit,1724273566229,1724273591733,25504,FL1,&,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,11,False,False,False,False,False,,,True,20240821_FL1,AND,61.0,VT, g γ,1,G.,,,1,False,False,0.5,1.0,1.0,0.0,1.0,True
11875,Main,zogi2,4,zogi,trial,trialsubmit,1724273627325,1724273645493,18168,FL1,&,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,14,False,False,False,False,False,,,True,20240821_FL1,AND,61.0,VT, b γ,1,B.,,,1,False,False,0.5,1.0,1.0,0.0,1.0,True
11880,Main,zozo2,6,zozo,trial,trialsubmit,1724273645495,1724273654988,9493,FL1,&,,0,2,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,15,False,False,False,False,False,,,False,20240821_FL1,AND,61.0,VT, b γ,1,B.,,,1,False,False,0.5,1.0,1.0,0.0,1.0,True
11903,Main,zogi3,4,zogi,trial,trialsubmit,1724273700198,1724273711981,11783,FL1,&,,0,2,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,18,False,False,False,False,False,,,False,20240821_FL1,AND,61.0,VT, b γ,1,B.,,,1,False,False,0.5,1.0,1.0,0.0,1.0,True
11916,Main,zozo3,6,zozo,trial,trialsubmit,1724273711983,1724273729609,17626,FL1,&,,0,6,0,6,0,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,19,False,False,False,False,False,,,True,20240821_FL1,AND,61.0,VT, b γ,1,B.,,,1,False,False,0.5,1.0,1.0,0.0,1.0,True
12069,Main,zozo1,6,zozo,trial,trialsubmit,1724274399960,1724274446745,46785,FL2,&,,2,0,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,8,False,False,False,False,False,,,False,20240821_FL2,AND,42.2,VT, g γ,1,G.,,,1,False,False,0.0,0.0,0.0,0.0,0.75,False
12090,Main,zogi1,4,zogi,trial,trialsubmit,1724274501847,1724274525097,23250,FL2,&,,3,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,11,False,False,False,False,False,,,False,20240821_FL2,AND,42.2,VT, g γ,1,G.,,,1,False,False,0.0,0.0,0.0,0.0,0.75,False
12107,Main,zogi2,4,zogi,trial,trialsubmit,1724274543645,1724274566578,22933,FL2,&,,3,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,14,False,False,False,False,False,,,False,20240821_FL2,AND,42.2,VT, g γ,1,G.,,,1,False,False,0.0,0.0,0.0,0.0,0.75,False
12110,Main,zozo2,6,zozo,trial,trialsubmit,1724274566580,1724274573479,6899,FL2,&,,1,0,0,1,0,0,0,1,0,0,0,0,I,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,15,False,False,False,False,False,,,False,20240821_FL2,AND,42.2,VT, g γ,1,G.,,,1,False,False,0.0,0.0,0.0,0.0,0.75,False
12128,Main,zogi3,4,zogi,trial,trialsubmit,1724274641408,1724274650597,9189,FL2,&,,0,2,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,18,False,False,False,False,False,,,False,20240821_FL2,AND,42.2,VT, b γ,1,B.,,,1,False,False,0.0,0.0,0.0,0.0,0.75,False
12134,Main,zozo3,6,zozo,trial,trialsubmit,1724274650599,1724274685268,34669,FL2,&,,2,0,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,19,False,False,False,False,False,,,False,20240821_FL2,AND,42.2,VT, g γ,1,G.,,,1,False,False,0.0,0.0,0.0,0.0,0.75,False
12272,Main,zozo1,6,zozo,trial,trialsubmit,1724276470178,1724276491974,21796,FL3,&,,0,1,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,8,False,False,False,False,False,,,False,20240821_FL3,AND,48.0,VT, b γ,1,B.,,,1,False,False,0.16666666666666666,0.0,0.5,0.0,0.625,False
12282,Main,zogi1,4,zogi,trial,trialsubmit,1724276530220,1724276541567,11347,FL3,&,,1,0,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,11,False,False,False,False,False,,,False,20240821_FL3,AND,48.0,VT, g γ,1,G.,,,1,False,False,0.16666666666666666,0.0,0.5,0.0,0.625,False
12304,Main,zogi2,4,zogi,trial,trialsubmit,1724276559723,1724276568369,8646,FL3,&,,3,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,14,False,False,False,False,False,,,False,20240821_FL3,AND,48.0,VT, g γ,1,G.,,,1,False,False,0.16666666666666666,0.0,0.5,0.0,0.625,False
12313,Main,zozo2,6,zozo,trial,trialsubmit,1724276568371,1724276577462,9091,FL3,&,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,15,False,False,False,False,False,,,False,20240821_FL3,AND,48.0,VT, g γ,1,G.,,,1,False,False,0.16666666666666666,0.0,0.5,0.0,0.625,False
12335,Main,zogi3,4,zogi,trial,trialsubmit,1724276606791,1724276623979,17188,FL3,&,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,18,False,False,False,False,False,,,True,20240821_FL3,AND,48.0,VT, g γ,1,G.,,,1,False,False,0.16666666666666666,0.0,0.5,0.0,0.625,False
12346,Main,zozo3,6,zozo,trial,trialsubmit,1724276623981,1724276636483,12502,FL3,&,,5,0,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,19,False,False,False,False,False,,,False,20240821_FL3,AND,48.0,VT, g γ,1,G.,,,1,False,False,0.16666666666666666,0.0,0.5,0.0,0.625,False
12481,Main,zozo1,6,zozo,trial,trialsubmit,1724276930450,1724276949987,19537,FL4,&,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,8,False,False,False,False,False,,,False,20240821_FL4,AND,70.26666667,VT, b γ,1,B.,,,1,False,False,0.0,1.0,1.0,1.0,0.875,True
12498,Main,zogi1,4,zogi,trial,trialsubmit,1724276971276,1724276986017,14741,FL4,&,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,11,False,False,False,False,False,,,False,20240821_FL4,AND,70.26666667,VT, b γ,1,B.,,,1,False,False,0.0,1.0,1.0,1.0,0.875,True
12515,Main,zogi2,4,zogi,trial,trialsubmit,1724276999243,1724277006788,7545,FL4,&,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,14,False,False,False,False,False,,,False,20240821_FL4,AND,70.26666667,VT, b γ,1,B.,,,1,False,False,0.0,1.0,1.0,1.0,0.875,True
12522,Main,zozo2,6,zozo,trial,trialsubmit,1724277006789,1724277014079,7290,FL4,&,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,15,False,False,False,False,False,,,False,20240821_FL4,AND,70.26666667,VT, b γ,1,B.,,,1,False,False,0.0,1.0,1.0,1.0,0.875,True
12539,Main,zogi3,4,zogi,trial,trialsubmit,1724277035204,1724277043807,8603,FL4,&,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,18,False,False,False,False,False,,,False,20240821_FL4,AND,70.26666667,VT, b γ,1,B.,,,1,False,False,0.0,1.0,1.0,1.0,0.875,True
12542,Main,zozo3,6,zozo,trial,trialsubmit,1724277043808,1724277051080,7272,FL4,&,,0,1,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,19,False,False,False,False,False,,,False,20240821_FL4,AND,70.26666667,VT, b γ,1,B.,,,1,False,False,0.0,1.0,1.0,1.0,0.875,True
12679,Main,zozo1,6,zozo,trial,trialsubmit,1724277597390,1724277622188,24798,FL5,&,,0,1,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,8,False,False,False,False,False,,,False,20240821_FL5,AND,53.3,VT, b γ,1,B.,,,1,False,False,0.0,0.0,1.0,0.5,0.625,True
12692,Main,zogi1,4,zogi,trial,trialsubmit,1724277657851,1724277669789,11938,FL5,&,,0,1,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,11,False,False,False,False,False,,,False,20240821_FL5,AND,53.3,VT, b γ,1,B.,,,1,False,False,0.0,0.0,1.0,0.5,0.625,True
12706,Main,zogi2,4,zogi,trial,trialsubmit,1724277688568,1724277701966,13398,FL5,&,,2,0,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,14,False,False,False,False,False,,,False,20240821_FL5,AND,53.3,VT, g γ,1,G.,,,1,False,False,0.0,0.0,1.0,0.5,0.625,True
12711,Main,zozo2,6,zozo,trial,trialsubmit,1724277701968,1724277712127,10159,FL5,&,,2,0,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,15,False,False,False,False,False,,,False,20240821_FL5,AND,53.3,VT, g γ,1,G.,,,1,False,False,0.0,0.0,1.0,0.5,0.625,True
12722,Main,zogi3,4,zogi,trial,trialsubmit,1724277738203,1724277746716,8513,FL5,&,,2,0,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,18,False,False,False,False,False,,,False,20240821_FL5,AND,53.3,VT, g γ,1,G.,,,1,False,False,0.0,0.0,1.0,0.5,0.625,True
12727,Main,zozo3,6,zozo,trial,trialsubmit,1724277746718,1724277756213,9495,FL5,&,,2,0,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,19,False,False,False,False,False,,,False,20240821_FL5,AND,53.3,VT, g γ,1,G.,,,1,False,False,0.0,0.0,1.0,0.5,0.625,True
12845,Main,zozo1,6,zozo,trial,trialsubmit,1724279265102,1724279293136,28034,FL6,&,,2,0,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,8,False,False,False,False,False,,,False,20240821_FL6,AND,48.2,VT, g γ,1,G.,,,1,False,False,0.6666666666666666,1.0,1.0,0.5,0.75,True
12864,Main,zogi1,4,zogi,trial,trialsubmit,1724279321279,1724279348970,27691,FL6,&,,0,4,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,11,False,False,False,False,False,,,True,20240821_FL6,AND,48.2,VT, b γ δ,2,B.,,,1,False,False,0.6666666666666666,1.0,1.0,0.5,0.75,True
12883,Main,zogi2,4,zogi,trial,trialsubmit,1724279365591,1724279378299,12708,FL6,&,,0,4,0,1,3,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,14,False,False,False,False,False,,,True,20240821_FL6,AND,48.2,VT, b γ δ,2,B.,,,1,False,False,0.6666666666666666,1.0,1.0,0.5,0.75,True
